字號	字	攝	聲調	韻目	字母	開合	等第	清濁	上字	上字聲母	上字韻母	下字	下字聲母	下字韻母
494	䗤	通	平	鍾	以	合	3	次濁	餘			封		
495	傛	通	平	鍾	以	合	3	次濁	餘			封		
496	褣	通	平	鍾	以	合	3	次濁	餘			封		
497	搈	通	平	鍾	以	合	3	次濁	餘			封		
498	瑢	通	平	鍾	以	合	3	次濁	餘			封		
499	䈶	通	平	鍾	以	合	3	次濁	餘			封		
500	嵱	通	平	鍾	以	合	3	次濁	餘			封		
501	頌	通	平	鍾	以	合	3	次濁	餘			封		
502	㝐	通	平	鍾	以	合	3	次濁	餘			封		
503	䡆	通	平	鍾	以	合	3	次濁	餘			封		
504	㟾	通	平	鍾	以	合	3	次濁	餘			封		
505	𨲟	通	平	鍾	以	合	3	次濁	餘			封		
506	𪃾	通	平	鍾	以	合	3	次濁	餘			封		
507	槦	通	平	鍾	以	合	3	次濁	餘			封		
508	㣑	通	平	鍾	以	合	3	次濁	餘			封		
509	𢧳	通	平	鍾	以	合	3	次濁	餘			封		
510	封	通	平	鍾	非	合	3	全清	府			容		
511	𡉚	通	平	鍾	非	合	3	全清	府			容		
512	犎	通	平	鍾	非	合	3	全清	府			容		
513	葑	通	平	鍾	非	合	3	全清	府			容		
514	崶	通	平	鍾	非	合	3	全清	府			容		
515	胷	通	平	鍾	曉	合	3	次清	許			容		
516	凶	通	平	鍾	曉	合	3	次清	許			容		
517	𣧑	通	平	鍾	曉	合	3	次清	許			容		
518	銎	通	平	鍾	曉	合	3	次清	許			容		
519	洶	通	平	鍾	曉	合	3	次清	許			容		
520	恟	通	平	鍾	曉	合	3	次清	許			容		
521	𧧗	通	平	鍾	曉	合	3	次清	許			容		
522	兇	通	平	鍾	曉	合	3	次清	許			容		
523	訩	通	平	鍾	曉	合	3	次清	許			容		
524	匈	通	平	鍾	曉	合	3	次清	許			容		
525	顒	通	平	鍾	疑	合	3	次濁	魚			容		
526	𩤛	通	平	鍾	疑	合	3	次濁	魚			容		
527	鰅	通	平	鍾	疑	合	3	次濁	魚			容		
528	喁	通	平	鍾	疑	合	3	次濁	魚			容		
529	邕	通	平	鍾	影	合	3	全清	於			容		
530	雍	通	平	鍾	影	合	3	全清	於			容		
531	噰	通	平	鍾	影	合	3	全清	於			容		
532	嗈	通	平	鍾	影	合	3	全清	於			容		
533	郺	通	平	鍾	影	合	3	全清	於			容		
534	澭	通	平	鍾	影	合	3	全清	於			容		
535	灉	通	平	鍾	影	合	3	全清	於			容		
536	癰	通	平	鍾	影	合	3	全清	於			容		
537	罋	通	平	鍾	影	合	3	全清	於			容		
538	廱	通	平	鍾	影	合	3	全清	於			容		
539	饔	通	平	鍾	影	合	3	全清	於			容		
540	壅	通	平	鍾	影	合	3	全清	於			容		
541	雝	通	平	鍾	影	合	3	全清	於			容		
542	𪄉	通	平	鍾	影	合	3	全清	於			容		
543	㻾	通	平	鍾	影	合	3	全清	於			容		
544	𧴗	通	平	鍾	影	合	3	全清	於			容		
545	醲	通	平	鍾	娘	合	3	次濁	女			容		
546	𨑊	通	平	鍾	娘	合	3	次濁	女			容		
547	濃	通	平	鍾	娘	合	3	次濁	女			容		
548	襛	通	平	鍾	娘	合	3	次濁	女			容		
549	穠	通	平	鍾	娘	合	3	次濁	女			容		
550	檂	通	平	鍾	娘	合	3	次濁	女			容		
551	𪒬	通	平	鍾	娘	合	3	次濁	女			容		
552	𨲳	通	平	鍾	娘	合	3	次濁	女			容		
553	重	通	平	鍾	澄	合	3	全濁	直			容		
554	穜	通	平	鍾	澄	合	3	全濁	直			容		
555	緟	通	平	鍾	澄	合	3	全濁	直			容		
556	褈	通	平	鍾	澄	合	3	全濁	直			容		
557	䳯	通	平	鍾	澄	合	3	全濁	直			容		
558	蝩	通	平	鍾	澄	合	3	全濁	直			容		
559	𨤩	通	平	鍾	澄	合	3	全濁	直			容		
560	從	通	平	鍾	從	合	3	全濁	疾			容		
561	从	通	平	鍾	從	合	3	全濁	疾			容		
562	𩀰	通	平	鍾	從	合	3	全濁	疾			容		
563	蹱	通	平	鍾	徹	合	3	次清	丑			凶		
564	傭	通	平	鍾	徹	合	3	次清	丑			凶		
565	𦟛	通	平	鍾	徹	合	3	次清	丑			凶		
566	𨙦	通	平	鍾	徹	合	3	次清	丑			凶		
567	䝑	通	平	鍾	徹	合	3	次清	丑			凶		
568	𨤩	通	平	鍾	徹	合	3	次清	丑			凶		
569	𪒒	通	平	鍾	徹	合	3	次清	丑			凶		
570	逢	通	平	鍾	奉	合	3	全濁	符			容		
571	縫	通	平	鍾	奉	合	3	全濁	符			容		
572	漨	通	平	鍾	奉	合	3	全濁	符			容		
573	䩼	通	平	鍾	奉	合	3	全濁	符			容		
574	𥎌	通	平	鍾	奉	合	3	全濁	符			容		
575	夆	通	平	鍾	奉	合	3	全濁	符			容		
576	𥛝	通	平	鍾	奉	合	3	全濁	符			容		
577	捀	通	平	鍾	奉	合	3	全濁	符			容		
578	峯	通	平	鍾	敷	合	3	次清	敷			容		
579	鋒	通	平	鍾	敷	合	3	次清	敷			容		
580	丰	通	平	鍾	敷	合	3	次清	敷			容		
581	𡴀	通	平	鍾	敷	合	3	次清	敷			容		
582	𢓱	通	平	鍾	敷	合	3	次清	敷			容		
583	妦	通	平	鍾	敷	合	3	次清	敷			容		
584	蠭	通	平	鍾	敷	合	3	次清	敷			容		
585	蜂	通	平	鍾	敷	合	3	次清	敷			容		
586	𧒒	通	平	鍾	敷	合	3	次清	敷			容		
587	蘴	通	平	鍾	敷	合	3	次清	敷			容		
588	桻	通	平	鍾	敷	合	3	次清	敷			容		
589	㷭	通	平	鍾	敷	合	3	次清	敷			容		
590	烽	通	平	鍾	敷	合	3	次清	敷			容		
591	莑	通	平	鍾	敷	合	3	次清	敷			容		
592	仹	通	平	鍾	敷	合	3	次清	敷			容		
593	㸼	通	平	鍾	敷	合	3	次清	敷			容		
594	夆	通	平	鍾	敷	合	3	次清	敷			恭		
595	縱	通	平	鍾	精	合	3	全清	即			容		
596	𣯨	通	平	鍾	精	合	3	全清	即			容		
597	蹤	通	平	鍾	精	合	3	全清	即			容		
598	䡮	通	平	鍾	精	合	3	全清	即			容		
599	樅	通	平	鍾	精	合	3	全清	即			容		
600	磫	通	平	鍾	精	合	3	全清	即			容		
601	豵	通	平	鍾	精	合	3	全清	即			容		
602	熧	通	平	鍾	精	合	3	全清	即			容		
603	𧺣	通	平	鍾	精	合	3	全清	即			容		
604	茸	通	平	鍾	日	合	3	次濁	而			容		
605	䩸	通	平	鍾	日	合	3	次濁	而			容		
606	𩮙	通	平	鍾	日	合	3	次濁	而			容		
607	䇯	通	平	鍾	日	合	3	次濁	而			容		
608	襛	通	平	鍾	日	合	3	次濁	而			容		
609	穠	通	平	鍾	日	合	3	次濁	而			容		
610	搑	通	平	鍾	日	合	3	次濁	而			容		
611	𥎂	通	平	鍾	日	合	3	次濁	而			容		
612	榵	通	平	鍾	日	合	3	次濁	而			容		
613	穁	通	平	鍾	日	合	3	次濁	而			容		
614	蛩	通	平	鍾	羣	合	3	全濁	渠			容		
615	邛	通	平	鍾	羣	合	3	全濁	渠			容		
616	舼	通	平	鍾	羣	合	3	全濁	渠			容		
617	𦨰	通	平	鍾	羣	合	3	全濁	渠			容		
618	笻	通	平	鍾	羣	合	3	全濁	渠			容		
619	輁	通	平	鍾	羣	合	3	全濁	渠			容		
620	𦭭	通	平	鍾	羣	合	3	全濁	渠			容		
621	𥳎	通	平	鍾	羣	合	3	全濁	渠			容		
622	䂬	通	平	鍾	羣	合	3	全濁	渠			容		
623	蛬	通	平	鍾	羣	合	3	全濁	渠			容		
624	𠌖	通	平	鍾	羣	合	3	全濁	渠			容		
625	𩬰	通	平	鍾	羣	合	3	全濁	渠			容		
626	桏	通	平	鍾	羣	合	3	全濁	渠			容		
627	䅃	通	平	鍾	羣	合	3	全濁	渠			容		
628	𤤶	通	平	鍾	羣	合	3	全濁	渠			容		
629	𩢽	通	平	鍾	羣	合	3	全濁	渠			容		
630	鱅	通	平	鍾	禪	合	3	全濁	蜀			庸		
631	慵	通	平	鍾	禪	合	3	全濁	蜀			庸		
632	𩌨	通	平	鍾	禪	合	3	全濁	蜀			庸		
633	恭	通	平	鍾	見	合	3	全清	九			容		
634	龔	通	平	鍾	見	合	3	全清	九			容		
635	供	通	平	鍾	見	合	3	全清	九			容		
636	珙	通	平	鍾	見	合	3	全清	九			容		
637	䢼	通	平	鍾	見	合	3	全清	九			容		
638	共	通	平	鍾	見	合	3	全清	九			容		
639	𤱨	通	平	鍾	見	合	3	全清	九			容		
640	廾	通	平	鍾	見	合	3	全清	九			容		
641	髸	通	平	鍾	見	合	3	全清	九			容		
642	䳍	通	平	鍾	見	合	3	全清	九			容		
643	龏	通	平	鍾	見	合	3	全清	九			容		
644	蜙	通	平	鍾	心	合	3	全清	息			恭		
645	淞	通	平	鍾	心	合	3	全清	息			恭		
646	凇	通	平	鍾	心	合	3	全清	息			恭		
647	鬆	通	平	鍾	心	合	3	全清	息			恭		
648	倯	通	平	鍾	心	合	3	全清	息			恭		
649	𢔋	通	平	鍾	心	合	3	全清	息			恭		
650	樅	通	平	鍾	清	合	3	次清	七			恭		
651	鏦	通	平	鍾	清	合	3	次清	七			恭		
652	從	通	平	鍾	清	合	3	次清	七			恭		
653	暰	通	平	鍾	清	合	3	次清	七			恭		
654	䗥	通	平	鍾	清	合	3	次清	七			恭		
655	瑽	通	平	鍾	清	合	3	次清	七			恭		
656	摐	通	平	鍾	清	合	3	次清	七			恭		
657	䐫	通	平	鍾	清	合	3	次清	七			恭		
658	𥡬	通	平	鍾	清	合	3	次清	七			恭		
659	𧺣	通	平	鍾	清	合	3	次清	七			恭		
660	鬆	通	平	鍾	清	合	3	次清	七			恭		
661	𨑪	通	平	鍾	清	合	3	次清	七			恭		
662	銎	通	平	鍾	溪	合	3	次清	曲			恭		
663	𥳎	通	平	鍾	溪	合	3	次清	曲			恭		
664	江	江	平	江	見	開	2	全清	古			雙		
665	扛	江	平	江	見	開	2	全清	古			雙		
666	杠	江	平	江	見	開	2	全清	古			雙		
667	茳	江	平	江	見	開	2	全清	古			雙		
668	釭	江	平	江	見	開	2	全清	古			雙		
669	矼	江	平	江	見	開	2	全清	古			雙		
670	豇	江	平	江	見	開	2	全清	古			雙		
671	肛	江	平	江	見	開	2	全清	古			雙		
672	玒	江	平	江	見	開	2	全清	古			雙		
673	𧢸	江	平	江	見	開	2	全清	古			雙		
674	䜫	江	平	江	見	開	2	全清	古			雙		
675	厖	江	平	江	明	開	2	次濁	莫			江		
676	駹	江	平	江	明	開	2	次濁	莫			江		
677	狵	江	平	江	明	開	2	次濁	莫			江		
678	尨	江	平	江	明	開	2	次濁	莫			江		
679	浝	江	平	江	明	開	2	次濁	莫			江		
680	哤	江	平	江	明	開	2	次濁	莫			江		
681	牻	江	平	江	明	開	2	次濁	莫			江		
682	娏	江	平	江	明	開	2	次濁	莫			江		
683	䵨	江	平	江	明	開	2	次濁	莫			江		
684	㟌	江	平	江	明	開	2	次濁	莫			江		
685	蛖	江	平	江	明	開	2	次濁	莫			江		
686	𥆙	江	平	江	明	開	2	次濁	莫			江		
687	痝	江	平	江	明	開	2	次濁	莫			江		
688	𠈵	江	平	江	明	開	2	次濁	莫			江		
689	𦗳	江	平	江	娘	開	2	次濁	女			江		
690	𣰊	江	平	江	娘	開	2	次濁	女			江		
691	涳	江	平	江	娘	開	2	次濁	女			江		
692	噥	江	平	江	娘	開	2	次濁	女			江		
693	𩟊	江	平	江	娘	開	2	次濁	女			江		
694	鬞	江	平	江	娘	開	2	次濁	女			江		
695	䁸	江	平	江	娘	開	2	次濁	女			江		
696	𪆯	江	平	江	娘	開	2	次濁	女			江		
697	囪	江	平	江	初	開	2	次清	楚			江		
698	䆫	江	平	江	初	開	2	次清	楚			江		
699	牎	江	平	江	初	開	2	次清	楚			江		
700	窓	江	平	江	初	開	2	次清	楚			江		
701	䎫	江	平	江	初	開	2	次清	楚			江		
702	堫	江	平	江	初	開	2	次清	楚			江		
703	摐	江	平	江	初	開	2	次清	楚			江		
704	鏦	江	平	江	初	開	2	次清	楚			江		
705	𥍷	江	平	江	初	開	2	次清	楚			江		
706	邦	江	平	江	幫	開	2	全清	博			江		
707	𤰫	江	平	江	幫	開	2	全清	博			江		
708	梆	江	平	江	幫	開	2	全清	博			江		
709	垹	江	平	江	幫	開	2	全清	博			江		
710	栙	江	平	江	匣	開	2	全濁	下			江		
711	䜶	江	平	江	匣	開	2	全濁	下			江		
712	降	江	平	江	匣	開	2	全濁	下			江		
713	缸	江	平	江	匣	開	2	全濁	下			江		
714	瓨	江	平	江	匣	開	2	全濁	下			江		
715	洚	江	平	江	匣	開	2	全濁	下			江		
716	夅	江	平	江	匣	開	2	全濁	下			江		
717	跭	江	平	江	匣	開	2	全濁	下			江		
718	胮	江	平	江	滂	開	2	次清	匹			江		
719	𤵸	江	平	江	滂	開	2	次清	匹			江		
720	𩐨	江	平	江	滂	開	2	次清	匹			江		
721	𪔔	江	平	江	滂	開	2	次清	匹			江		
722	𪐿	江	平	江	滂	開	2	次清	匹			江		
723	瀧	江	平	江	來	開	2	次濁	呂			江		
724	䮾	江	平	江	來	開	2	次濁	呂			江		
725	雙	江	平	江	生	開	2	全清	所			江		
726	艭	江	平	江	生	開	2	全清	所			江		
727	䉶	江	平	江	生	開	2	全清	所			江		
728	𢥠	江	平	江	生	開	2	全清	所			江		
729	䝄	江	平	江	生	開	2	全清	所			江		
730	瀧	江	平	江	生	開	2	全清	所			江		
731	𨇯	江	平	江	生	開	2	全清	所			江		
732	龐	江	平	江	並	開	2	全濁	薄			江		
733	逄	江	平	江	並	開	2	全濁	薄			江		
734	胮	江	平	江	並	開	2	全濁	薄			江		
735	𩐨	江	平	江	並	開	2	全濁	薄			江		
736	舽	江	平	江	並	開	2	全濁	薄			江		
737	肛	江	平	江	曉	開	2	次清	許			江		
738	啌	江	平	江	曉	開	2	次清	許			江		
739	谾	江	平	江	曉	開	2	次清	許			江		
740	舡	江	平	江	曉	開	2	次清	許			江		
741	胦	江	平	江	影	開	2	全清	握			江		
742	腔	江	平	江	溪	開	2	次清	苦			江		
743	𤟄	江	平	江	溪	開	2	次清	苦			江		
744	羫	江	平	江	溪	開	2	次清	苦			江		
745	控	江	平	江	溪	開	2	次清	苦			江		
746	椌	江	平	江	溪	開	2	次清	苦			江		
747	悾	江	平	江	溪	開	2	次清	苦			江		
748	跫	江	平	江	溪	開	2	次清	苦			江		
749	涳	江	平	江	溪	開	2	次清	苦			江		
750	崆	江	平	江	溪	開	2	次清	苦			江		
751	𩩝	江	平	江	溪	開	2	次清	苦			江		
752	㾤	江	平	江	溪	開	2	次清	苦			江		
753	㼹	江	平	江	溪	開	2	次清	苦			江		
754	幢	江	平	江	澄	開	2	全濁	宅			江		
755	撞	江	平	江	澄	開	2	全濁	宅			江		
756	橦	江	平	江	澄	開	2	全濁	宅			江		
757	𣃘	江	平	江	澄	開	2	全濁	宅			江		
758	噇	江	平	江	澄	開	2	全濁	宅			江		
759	𩪘	江	平	江	澄	開	2	全濁	宅			江		
760	憃	江	平	江	徹	開	2	次清	丑			江		
761	䚎	江	平	江	徹	開	2	次清	丑			江		
762	𥡟	江	平	江	徹	開	2	次清	丑			江		
763	䄝	江	平	江	徹	開	2	次清	丑			江		
764	𧜧	江	平	江	徹	開	2	次清	丑			江		
765	樁	江	平	江	知	開	2	全清	都			江		
766	𣻛	江	平	江	知	開	2	全清	都			江		
767	㟅	江	平	江	疑	開	2	次濁	五			江		
768	淙	江	平	江	崇	開	2	全濁	士			江		
769	鬃	江	平	江	崇	開	2	全濁	士			江		
770	㼻	江	平	江	崇	開	2	全濁	士			江		
771	𩞐	江	平	江	崇	開	2	全濁	士			江		
772	支	止	平	支	章	開	3	全清	章			移		
773	𥾣	止	平	支	章	開	3	全清	章			移		
774	只	止	平	支	章	開	3	全清	章			移		
775	汥	止	平	支	章	開	3	全清	章			移		
776	㲍	止	平	支	章	開	3	全清	章			移		
777	卮	止	平	支	章	開	3	全清	章			移		
778	栀	止	平	支	章	開	3	全清	章			移		
779	枝	止	平	支	章	開	3	全清	章			移		
780	祇	止	平	支	章	開	3	全清	章			移		
781	㽻	止	平	支	章	開	3	全清	章			移		
782	衼	止	平	支	章	開	3	全清	章			移		
783	肢	止	平	支	章	開	3	全清	章			移		
784	胑	止	平	支	章	開	3	全清	章			移		
785	𨈛	止	平	支	章	開	3	全清	章			移		
786	禔	止	平	支	章	開	3	全清	章			移		
787	馶	止	平	支	章	開	3	全清	章			移		
788	氏	止	平	支	章	開	3	全清	章			移		
789	疻	止	平	支	章	開	3	全清	章			移		
790	㩼	止	平	支	章	開	3	全清	章			移		
791	鳷	止	平	支	章	開	3	全清	章			移		
792	䧴	止	平	支	章	開	3	全清	章			移		
793	觶	止	平	支	章	開	3	全清	章			移		
794	榰	止	平	支	章	開	3	全清	章			移		
795	㯄	止	平	支	章	開	3	全清	章			移		
796	𪂅	止	平	支	章	開	3	全清	章			移		
797	𧌔	止	平	支	章	開	3	全清	章			移		
798	眵	止	平	支	章	開	3	全清	章			移		
799	䡋	止	平	支	章	開	3	全清	章			移		
800	𩍲	止	平	支	章	開	3	全清	章			移		
801	移	止	平	支	以	開	3	次濁	弋			支		
802	䄬	止	平	支	以	開	3	次濁	弋			支		
803	迻	止	平	支	以	開	3	次濁	弋			支		
804	𠩗	止	平	支	以	開	3	次濁	弋			支		
805	杝	止	平	支	以	開	3	次濁	弋			支		
806	鉹	止	平	支	以	開	3	次濁	弋			支		
807	袲	止	平	支	以	開	3	次濁	弋			支		
808	箷	止	平	支	以	開	3	次濁	弋			支		
809	椸	止	平	支	以	開	3	次濁	弋			支		
810	㥴	止	平	支	以	開	3	次濁	弋			支		
811	詑	止	平	支	以	開	3	次濁	弋			支		
812	簃	止	平	支	以	開	3	次濁	弋			支		
813	䔟	止	平	支	以	開	3	次濁	弋			支		
814	熪	止	平	支	以	開	3	次濁	弋			支		
815	扅	止	平	支	以	開	3	次濁	弋			支		
816	衪	止	平	支	以	開	3	次濁	弋			支		
817	暆	止	平	支	以	開	3	次濁	弋			支		
818	迆	止	平	支	以	開	3	次濁	弋			支		
819	𤝻	止	平	支	以	開	3	次濁	弋			支		
820	栘	止	平	支	以	開	3	次濁	弋			支		
821	歋	止	平	支	以	開	3	次濁	弋			支		
822	酏	止	平	支	以	開	3	次濁	弋			支		
823	匜	止	平	支	以	開	3	次濁	弋			支		
824	拸	止	平	支	以	開	3	次濁	弋			支		
825	謻	止	平	支	以	開	3	次濁	弋			支		
826	𠗺	止	平	支	以	開	3	次濁	弋			支		
827	蛇	止	平	支	以	開	3	次濁	弋			支		
828	虵	止	平	支	以	開	3	次濁	弋			支		
829	螔	止	平	支	以	開	3	次濁	弋			支		
830	𠐀	止	平	支	以	開	3	次濁	弋			支		
831	𣣢	止	平	支	以	開	3	次濁	弋			支		
832	䬁	止	平	支	以	開	3	次濁	弋			支		
833	爲	止	平	支	云	開	3	次濁	薳			支		
834	為	止	平	支	云	開	3	次濁	薳			支		
835	溈	止	平	支	云	開	3	次濁	薳			支		
836	䧦	止	平	支	云	開	3	次濁	薳			支		
837	鄬	止	平	支	云	開	3	次濁	薳			支		
838	𩻟	止	平	支	云	開	3	次濁	薳			支		
839	媯	止	平	支	見	合	3	全清	居			為		
840	溈	止	平	支	見	合	3	全清	居			為		
841	𪎮	止	平	支	曉	合	3	次清	許			為		
842	麾	止	平	支	曉	合	3	次清	許			為		
843	噅	止	平	支	曉	合	3	次清	許			為		
844	撝	止	平	支	曉	合	3	次清	許			為		
845	𩻟	止	平	支	曉	合	3	次清	許			為		
846	䧦	止	平	支	曉	合	3	次清	許			為		
847	逶	止	平	支	影	合	3	全清	於			為		
848	𣨙	止	平	支	影	合	3	全清	於			為		
849	萎	止	平	支	影	合	3	全清	於			為		
850	㮃	止	平	支	影	合	3	全清	於			為		
851	覣	止	平	支	影	合	3	全清	於			為		
852	蜲	止	平	支	影	合	3	全清	於			為		
853	痿	止	平	支	影	合	3	全清	於			為		
854	倭	止	平	支	影	合	3	全清	於			為		
855	委	止	平	支	影	合	3	全清	於			為		
856	䴧	止	平	支	影	合	3	全清	於			為		
857	蟡	止	平	支	影	合	3	全清	於			為		
858	糜	止	平	支	明	開	3	次濁	靡			為		
859	縻	止	平	支	明	開	3	次濁	靡			為		
860	㸏	止	平	支	明	開	3	次濁	靡			為		
861	𪎕	止	平	支	明	開	3	次濁	靡			為		
862	蘼	止	平	支	明	開	3	次濁	靡			為		
863	䊳	止	平	支	明	開	3	次濁	靡			為		
864	𪎭	止	平	支	明	開	3	次濁	靡			為		
865	𦗕	止	平	支	明	開	3	次濁	靡			為		
866	醿	止	平	支	明	開	3	次濁	靡			為		
867	隓	止	平	支	曉	合	3	次清	許			規		
868	墮	止	平	支	曉	合	3	次清	許			規		
869	隳	止	平	支	曉	合	3	次清	許			規		
870	眭	止	平	支	曉	合	3	次清	許			規		
871	觿	止	平	支	曉	合	3	次清	許			規		
872	睢	止	平	支	曉	合	3	次清	許			規		
873	䜐	止	平	支	曉	合	3	次清	許			規		
874	鑴	止	平	支	曉	合	3	次清	許			規		
875	蘳	止	平	支	曉	合	3	次清	許			規		
876	鬌	止	平	支	澄	合	3	全濁	直			垂		
877	錘	止	平	支	澄	合	3	全濁	直			垂		
878	甀	止	平	支	澄	合	3	全濁	直			垂		
879	𡍮	止	平	支	禪	合	3	全濁	是			為		
880	垂	止	平	支	禪	合	3	全濁	是			為		
881	陲	止	平	支	禪	合	3	全濁	是			為		
882	倕	止	平	支	禪	合	3	全濁	是			為		
883	𦈼	止	平	支	禪	合	3	全濁	是			為		
884	𨿠	止	平	支	禪	合	3	全濁	是			為		
885	圌	止	平	支	禪	合	3	全濁	是			為		
886	篅	止	平	支	禪	合	3	全濁	是			為		
887	𥳙	止	平	支	禪	合	3	全濁	是			為		
888	𠃀	止	平	支	禪	合	3	全濁	是			為		
889	羸	止	平	支	來	合	3	次濁	力			為		
890	𡰠	止	平	支	來	合	3	次濁	力			為		
891	吹	止	平	支	昌	合	3	次清	昌			垂		
892	炊	止	平	支	昌	合	3	次清	昌			垂		
893	䶴	止	平	支	昌	合	3	次清	昌			垂		
894	鈹	止	平	支	滂	開	3	次清	敷			羈		
895	帔	止	平	支	滂	開	3	次清	敷			羈		
896	鮍	止	平	支	滂	開	3	次清	敷			羈		
