字號	字	攝	聲調	韻目	字母	開合	等第	清濁	上字	上字聲母	上字韻母	下字	下字聲母	下字韻母
11682	黺	臻	上	吻	非	合	3	全清	方			吻		
11683	扮	臻	上	吻	非	合	3	全清	方			吻		
11684	憤	臻	上	吻	奉	合	3	全濁	房			吻		
11685	𢤬	臻	上	吻	奉	合	3	全濁	房			吻		
11686	扮	臻	上	吻	奉	合	3	全濁	房			吻		
11687	㿎	臻	上	吻	奉	合	3	全濁	房			吻		
11688	鼢	臻	上	吻	奉	合	3	全濁	房			吻		
11689	蚡	臻	上	吻	奉	合	3	全濁	房			吻		
11690	墳	臻	上	吻	奉	合	3	全濁	房			吻		
11691	魵	臻	上	吻	奉	合	3	全濁	房			吻		
11692	鱝	臻	上	吻	奉	合	3	全濁	房			吻		
11693	弅	臻	上	吻	奉	合	3	全濁	房			吻		
11694	轒	臻	上	吻	奉	合	3	全濁	房			吻		
11695	膹	臻	上	吻	奉	合	3	全濁	房			吻		
11696	𢅯	臻	上	吻	奉	合	3	全濁	房			吻		
11697	坋	臻	上	吻	奉	合	3	全濁	房			吻		
11698	忿	臻	上	吻	敷	合	3	次清	敷			粉		
11699	魵	臻	上	吻	敷	合	3	次清	敷			粉		
11700	惲	臻	上	吻	影	合	3	全清	於			粉		
11701	薀	臻	上	吻	影	合	3	全清	於			粉		
11702	蘊	臻	上	吻	影	合	3	全清	於			粉		
11703	韞	臻	上	吻	影	合	3	全清	於			粉		
11704	縕	臻	上	吻	影	合	3	全清	於			粉		
11705	褞	臻	上	吻	影	合	3	全清	於			粉		
11706	䡝	臻	上	吻	影	合	3	全清	於			粉		
11707	賱	臻	上	吻	影	合	3	全清	於			粉		
11708	醞	臻	上	吻	影	合	3	全清	於			粉		
11709	搵	臻	上	吻	影	合	3	全清	於			粉		
11710	齳	臻	上	吻	疑	合	3	次濁	魚			吻		
11711	𪘩	臻	上	吻	疑	合	3	次濁	魚			吻		
11712	夽	臻	上	吻	疑	合	3	次濁	魚			吻		
11713	喗	臻	上	吻	疑	合	3	次濁	魚			吻		
11714	𧼐	臻	上	吻	疑	合	3	次濁	魚			吻		
11715	抎	臻	上	吻	云	合	3	次濁	云			粉		
11716	䫟	臻	上	吻	云	合	3	次濁	云			粉		
11717	𪏚	臻	上	吻	云	合	3	次濁	云			粉		
11718	𤸫	臻	上	吻	云	合	3	次濁	云			粉		
11719	𧼐	臻	上	吻	溪	合	3	次清	丘			粉		
11720	𦄐	臻	上	吻	溪	合	3	次清	丘			粉		
11721	隱	臻	上	隱	影	開	3	全清	於			謹		
11722	磤	臻	上	隱	影	開	3	全清	於			謹		
11723	𤻘	臻	上	隱	影	開	3	全清	於			謹		
11724	䌥	臻	上	隱	影	開	3	全清	於			謹		
11725	㥯	臻	上	隱	影	開	3	全清	於			謹		
11726	櫽	臻	上	隱	影	開	3	全清	於			謹		
11727	嶾	臻	上	隱	影	開	3	全清	於			謹		
11728	𠃊	臻	上	隱	影	開	3	全清	於			謹		
11729	㶏	臻	上	隱	影	開	3	全清	於			謹		
11730	㐆	臻	上	隱	影	開	3	全清	於			謹		
11731	𨏈	臻	上	隱	影	開	3	全清	於			謹		
11732	謹	臻	上	隱	見	開	3	全清	居			隱		
11733	𪏴	臻	上	隱	見	開	3	全清	居			隱		
11734	㹏	臻	上	隱	見	開	3	全清	居			隱		
11735	槿	臻	上	隱	見	開	3	全清	居			隱		
11736	堇	臻	上	隱	見	開	3	全清	居			隱		
11737	𡏳	臻	上	隱	見	開	3	全清	居			隱		
11738	漌	臻	上	隱	見	開	3	全清	居			隱		
11739	慬	臻	上	隱	見	開	3	全清	居			隱		
11740	巹	臻	上	隱	見	開	3	全清	居			隱		
11741	𧯷	臻	上	隱	見	開	3	全清	居			隱		
11742	菦	臻	上	隱	見	開	3	全清	居			隱		
11743	𧤛	臻	上	隱	莊	開	3	全清	仄			謹		
11744	𣓀	臻	上	隱	莊	開	3	全清	仄			謹		
11745	赾	臻	上	隱	溪	開	3	次清	丘			謹		
11746	𠞱	臻	上	隱	溪	開	3	次清	去			槿		
11747	近	臻	上	隱	羣	開	3	全濁	其			謹		
11748	瘽	臻	上	隱	羣	開	3	全濁	其			謹		
11749	齔	臻	上	隱	初	開	3	次清	初			謹		
11750	听	臻	上	隱	疑	開	3	次濁	牛			謹		
11751	䘆	臻	上	隱	曉	開	3	次清	休			謹		
11752	阮	山	上	阮	疑	合	3	次濁	虞			遠		
11753	㞁	山	上	阮	疑	合	3	次濁	虞			遠		
11754	邧	山	上	阮	疑	合	3	次濁	虞			遠		
11755	遠	山	上	阮	云	合	3	次濁	雲			阮		
11756	𩔃	山	上	阮	云	合	3	次濁	雲			阮		
11757	偃	山	上	阮	影	開	3	全清	於			幰		
11758	㫃	山	上	阮	影	開	3	全清	於			幰		
11759	䞁	山	上	阮	影	開	3	全清	於			幰		
11760	鶠	山	上	阮	影	開	3	全清	於			幰		
11761	郾	山	上	阮	影	開	3	全清	於			幰		
11762	褗	山	上	阮	影	開	3	全清	於			幰		
11763	堰	山	上	阮	影	開	3	全清	於			幰		
11764	匽	山	上	阮	影	開	3	全清	於			幰		
11765	鄢	山	上	阮	影	開	3	全清	於			幰		
11766	鼴	山	上	阮	影	開	3	全清	於			幰		
11767	蝘	山	上	阮	影	開	3	全清	於			幰		
11768	鰋	山	上	阮	影	開	3	全清	於			幰		
11769	湕	山	上	阮	見	開	3	全清	居			偃		
11770	𥍹	山	上	阮	見	開	3	全清	居			偃		
11771	㔓	山	上	阮	見	開	3	全清	居			偃		
11772	揵	山	上	阮	見	開	3	全清	居			偃		
11773	蹇	山	上	阮	見	開	3	全清	居			偃		
11774	寋	山	上	阮	羣	開	3	全濁	其			偃		
11775	楗	山	上	阮	羣	開	3	全濁	其			偃		
11776	鍵	山	上	阮	羣	開	3	全濁	其			偃		
11777	𠐻	山	上	阮	羣	開	3	全濁	其			偃		
11778	𧥛	山	上	阮	溪	開	3	次清	去			偃		
11779	𧥜	山	上	阮	疑	開	3	次濁	語			偃		
11780	巘	山	上	阮	疑	開	3	次濁	語			偃		
11781	𪗛	山	上	阮	疑	開	3	次濁	語			偃		
11782	屵	山	上	阮	疑	開	3	次濁	語			偃		
11783	幰	山	上	阮	曉	開	3	次清	虛			偃		
11784	攇	山	上	阮	曉	開	3	次清	虛			偃		
11785	䘆	山	上	阮	曉	開	3	次清	虛			偃		
11786	䜢	山	上	阮	曉	開	3	次清	虛			偃		
11787	晚	山	上	阮	微	合	3	次濁	無			遠		
11788	娩	山	上	阮	微	合	3	次濁	無			遠		
11789	挽	山	上	阮	微	合	3	次濁	無			遠		
11790	輓	山	上	阮	微	合	3	次濁	無			遠		
11791	㿸	山	上	阮	微	合	3	次濁	無			遠		
11792	㝃	山	上	阮	微	合	3	次濁	無			遠		
11793	脕	山	上	阮	微	合	3	次濁	無			遠		
11794	反	山	上	阮	非	合	3	全清	府			遠		
11795	䡊	山	上	阮	非	合	3	全清	府			遠		
11796	阪	山	上	阮	非	合	3	全清	府			遠		
11797	坂	山	上	阮	非	合	3	全清	府			遠		
11798	返	山	上	阮	非	合	3	全清	府			遠		
11799	橎	山	上	阮	非	合	3	全清	府			遠		
11800	𧯦	山	上	阮	羣	合	3	全濁	求			晚		
11801	圈	山	上	阮	羣	合	3	全濁	求			晚		
11802	菌	山	上	阮	羣	合	3	全濁	求			晚		
11803	卷	山	上	阮	羣	合	3	全濁	求			晚		
11804	婉	山	上	阮	影	合	3	全清	於			阮		
11805	菀	山	上	阮	影	合	3	全清	於			阮		
11806	苑	山	上	阮	影	合	3	全清	於			阮		
11807	踠	山	上	阮	影	合	3	全清	於			阮		
11808	蜿	山	上	阮	影	合	3	全清	於			阮		
11809	䖤	山	上	阮	影	合	3	全清	於			阮		
11810	畹	山	上	阮	影	合	3	全清	於			阮		
11811	琬	山	上	阮	影	合	3	全清	於			阮		
11812	宛	山	上	阮	影	合	3	全清	於			阮		
11813	惌	山	上	阮	影	合	3	全清	於			阮		
11814	倇	山	上	阮	影	合	3	全清	於			阮		
11815	䩩	山	上	阮	影	合	3	全清	於			阮		
11816	𩌑	山	上	阮	影	合	3	全清	於			阮		
11817	䘼	山	上	阮	影	合	3	全清	於			阮		
11818	夗	山	上	阮	影	合	3	全清	於			阮		
11819	𩎺	山	上	阮	影	合	3	全清	於			阮		
11820	晼	山	上	阮	影	合	3	全清	於			阮		
11821	睕	山	上	阮	影	合	3	全清	於			阮		
11822	𤗍	山	上	阮	影	合	3	全清	於			阮		
11823	䛄	山	上	阮	影	合	3	全清	於			阮		
11824	鄢	山	上	阮	影	合	3	全清	於			晚		
11825	涴	山	上	阮	影	合	3	全清	於			阮		
11826	䅚	山	上	阮	溪	合	3	次清	去			阮		
11827	綣	山	上	阮	溪	合	3	次清	去			阮		
11828	虇	山	上	阮	溪	合	3	次清	去			阮		
11829	裷	山	上	阮	溪	合	3	次清	去			阮		
11830	䊎	山	上	阮	溪	合	3	次清	去			阮		
11831	𪐂	山	上	阮	溪	合	3	次清	去			阮		
11832	𣈶	山	上	阮	曉	合	3	次清	況			晚		
11833	䁔	山	上	阮	曉	合	3	次清	況			晚		
11834	咺	山	上	阮	曉	合	3	次清	況			晚		
11835	烜	山	上	阮	曉	合	3	次清	況			晚		
11836	愃	山	上	阮	曉	合	3	次清	況			晚		
11837	𧡩	山	上	阮	曉	合	3	次清	況			晚		
11838	諼	山	上	阮	曉	合	3	次清	況			晚		
11839	飯	山	上	阮	奉	合	3	全濁	扶			晚		
11840	軬	山	上	阮	奉	合	3	全濁	扶			晚		
11841	笲	山	上	阮	奉	合	3	全濁	扶			晚		
11842	䪻	山	上	阮	奉	合	3	全濁	扶			晚		
11843	混	臻	上	混	匣	合	1	全濁	胡			本		
11844	鯶	臻	上	混	匣	合	1	全濁	胡			本		
11845	渾	臻	上	混	匣	合	1	全濁	胡			本		
11846	緷	臻	上	混	匣	合	1	全濁	胡			本		
11847	焜	臻	上	混	匣	合	1	全濁	胡			本		
11848	倱	臻	上	混	匣	合	1	全濁	胡			本		
11849	棍	臻	上	混	匣	合	1	全濁	胡			本		
11850	䫟	臻	上	混	匣	合	1	全濁	胡			本		
11851	睔	臻	上	混	匣	合	1	全濁	胡			本		
11852	㮯	臻	上	混	匣	合	1	全濁	胡			本		
11853	䚠	臻	上	混	匣	合	1	全濁	胡			本		
11854	𨡫	臻	上	混	匣	合	1	全濁	胡			本		
11855	䧰	臻	上	混	匣	合	1	全濁	胡			本		
11856	掍	臻	上	混	匣	合	1	全濁	胡			本		
11857	睴	臻	上	混	匣	合	1	全濁	胡			本		
11858	煇	臻	上	混	匣	合	1	全濁	胡			本		
11859	翉	臻	上	混	滂	合	1	次清	普			本		
11860	忖	臻	上	混	清	合	1	次清	倉			本		
11861	𢩭	臻	上	混	清	合	1	次清	倉			本		
11862	刌	臻	上	混	清	合	1	次清	倉			本		
11863	本	臻	上	混	幫	合	1	全清	布			忖		
11864	畚	臻	上	混	幫	合	1	全清	布			忖		
11865	𤲙	臻	上	混	幫	合	1	全清	布			忖		
11866	笨	臻	上	混	幫	合	1	全清	布			忖		
11867	㡷	臻	上	混	幫	合	1	全清	布			忖		
11868	苯	臻	上	混	幫	合	1	全清	布			忖		
11869	損	臻	上	混	心	合	1	全清	蘇			本		
11870	㾕	臻	上	混	心	合	1	全清	蘇			本		
11871	䐣	臻	上	混	心	合	1	全清	蘇			本		
11872	𦠆	臻	上	混	心	合	1	全清	蘇			本		
11873	𠟃	臻	上	混	精	合	1	全清	茲			損		
11874	撙	臻	上	混	精	合	1	全清	茲			損		
11875	噂	臻	上	混	精	合	1	全清	茲			損		
11876	譐	臻	上	混	精	合	1	全清	茲			損		
11877	䔿	臻	上	混	精	合	1	全清	茲			損		
11878	僔	臻	上	混	精	合	1	全清	茲			損		
11879	穩	臻	上	混	影	合	1	全清	烏			本		
11880	𡁋	臻	上	混	影	合	1	全清	烏			本		
11881	㒚	臻	上	混	影	合	1	全清	烏			本		
11882	囤	臻	上	混	定	合	1	全濁	徒			損		
11883	𥫱	臻	上	混	定	合	1	全濁	徒			損		
11884	盾	臻	上	混	定	合	1	全濁	徒			損		
11885	沌	臻	上	混	定	合	1	全濁	徒			損		
11886	坉	臻	上	混	定	合	1	全濁	徒			損		
11887	庉	臻	上	混	定	合	1	全濁	徒			損		
11888	遁	臻	上	混	定	合	1	全濁	徒			損		
11889	遯	臻	上	混	定	合	1	全濁	徒			損		
11890	㡒	臻	上	混	定	合	1	全濁	徒			損		
11891	鱒	臻	上	混	從	合	1	全濁	才			本		
11892	𩩌	臻	上	混	見	合	1	全清	古			本		
11893	㯻	臻	上	混	見	合	1	全清	古			本		
11894	袞	臻	上	混	見	合	1	全清	古			本		
11895	緄	臻	上	混	見	合	1	全清	古			本		
11896	鯀	臻	上	混	見	合	1	全清	古			本		
11897	輥	臻	上	混	見	合	1	全清	古			本		
11898	緷	臻	上	混	見	合	1	全清	古			本		
11899	蔉	臻	上	混	見	合	1	全清	古			本		
11900	惃	臻	上	混	見	合	1	全清	古			本		
11901	丨	臻	上	混	見	合	1	全清	古			本		
11902	䃂	臻	上	混	見	合	1	全清	古			本		
11903	錕	臻	上	混	見	合	1	全清	古			本		
11904	畽	臻	上	混	透	合	1	次清	他			袞		
11905	𤊯	臻	上	混	透	合	1	次清	他			袞		
11906	吨	臻	上	混	透	合	1	次清	他			袞		
11907	黗	臻	上	混	透	合	1	次清	他			袞		
11908	閫	臻	上	混	溪	合	1	次清	苦			本		
11909	壼	臻	上	混	溪	合	1	次清	苦			本		
11910	𡈋	臻	上	混	溪	合	1	次清	苦			本		
11911	稛	臻	上	混	溪	合	1	次清	苦			本		
11912	裍	臻	上	混	溪	合	1	次清	苦			本		
11913	悃	臻	上	混	溪	合	1	次清	苦			本		
11914	𩑔	臻	上	混	溪	合	1	次清	苦			本		
11915	梱	臻	上	混	溪	合	1	次清	苦			本		
11916	齫	臻	上	混	溪	合	1	次清	苦			本		
11917	硱	臻	上	混	溪	合	1	次清	苦			本		
11918	𢚿	臻	上	混	來	合	1	次濁	盧			本		
11919	惀	臻	上	混	來	合	1	次濁	盧			本		
11920	睔	臻	上	混	來	合	1	次濁	盧			本		
11921	碖	臻	上	混	來	合	1	次濁	盧			本		
11922	獖	臻	上	混	並	合	1	全濁	蒲			本		
11923	笨	臻	上	混	並	合	1	全濁	蒲			本		
11924	㮥	臻	上	混	並	合	1	全濁	蒲			本		
11925	体	臻	上	混	並	合	1	全濁	蒲			本		
11926	懣	臻	上	混	明	合	1	次濁	模			本		
11927	㶧	臻	上	混	泥	合	1	次濁	乃			本		
11928	𦃕	臻	上	混	曉	合	1	次清	虛			本		
11929	惛	臻	上	混	曉	合	1	次清	虛			本		
11930	很	臻	上	很	匣	開	1	全濁	胡			墾		
11931	䓳	臻	上	很	匣	開	1	全濁	胡			墾		
11932	墾	臻	上	很	溪	開	1	次清	康			很		
11933	懇	臻	上	很	溪	開	1	次清	康			很		
11934	齦	臻	上	很	溪	開	1	次清	康			很		
11935	豤	臻	上	很	溪	開	1	次清	康			很		
11936	䫀	臻	上	很	見	開	1	全清	古			很		
11937	詪	臻	上	很	見	開	1	全清	古			很		
11938	旱	山	上	旱	匣	開	1	全濁	胡			笴		
11939	𡷛	山	上	旱	匣	開	1	全濁	胡			笴		
11940	皔	山	上	旱	匣	開	1	全濁	胡			笴		
11941	䓍	山	上	旱	匣	開	1	全濁	胡			笴		
11942	䛞	山	上	旱	匣	開	1	全濁	胡			笴		
11943	亶	山	上	旱	端	開	1	全清	多			旱		
11944	𤺺	山	上	旱	端	開	1	全清	多			旱		
11945	嬗	山	上	旱	端	開	1	全清	多			旱		
11946	笪	山	上	旱	端	開	1	全清	多			旱		
11947	疸	山	上	旱	端	開	1	全清	多			旱		
11948	觛	山	上	旱	端	開	1	全清	多			旱		
11949	狚	山	上	旱	端	開	1	全清	多			旱		
11950	担	山	上	旱	端	開	1	全清	多			旱		
11951	坦	山	上	旱	透	開	1	次清	他			但		
11952	䦔	山	上	旱	透	開	1	次清	他			但		
11953	散	山	上	旱	心	開	1	全清	蘇			旱		
11954	𢽳	山	上	旱	心	開	1	全清	蘇			旱		
11955	𢿱	山	上	旱	心	開	1	全清	蘇			旱		
11956	饊	山	上	旱	心	開	1	全清	蘇			旱		
11957	糤	山	上	旱	心	開	1	全清	蘇			旱		
11958	鏾	山	上	旱	心	開	1	全清	蘇			旱		
11959	繖	山	上	旱	心	開	1	全清	蘇			旱		
11960	䉈	山	上	旱	心	開	1	全清	蘇			旱		
11961	傘	山	上	旱	心	開	1	全清	蘇			旱		
11962	𣀧	山	上	旱	心	開	1	全清	蘇			旱		
11963	𢄻	山	上	旱	心	開	1	全清	蘇			旱		
11964	但	山	上	旱	定	開	1	全濁	徒			旱		
11965	蜑	山	上	旱	定	開	1	全濁	徒			旱		
11966	袒	山	上	旱	定	開	1	全濁	徒			旱		
11967	襢	山	上	旱	定	開	1	全濁	徒			旱		
11968	誕	山	上	旱	定	開	1	全濁	徒			旱		
11969	潬	山	上	旱	定	開	1	全濁	徒			旱		
11970	䩥	山	上	旱	定	開	1	全濁	徒			旱		
11971	繵	山	上	旱	定	開	1	全濁	徒			旱		
11972	膻	山	上	旱	定	開	1	全濁	徒			旱		
11973	僤	山	上	旱	定	開	1	全濁	徒			旱		
11974	觛	山	上	旱	定	開	1	全濁	徒			旱		
11975	瓚	山	上	旱	從	開	1	全濁	藏			旱		
11976	趲	山	上	旱	從	開	1	全濁	藏			旱		
11977	禶	山	上	旱	從	開	1	全濁	藏			旱		
11978	笴	山	上	旱	見	開	1	全清	古			旱		
11979	簳	山	上	旱	見	開	1	全清	古			旱		
11980	皯	山	上	旱	見	開	1	全清	古			旱		
11981	䵟	山	上	旱	見	開	1	全清	古			旱		
11982	𤿊	山	上	旱	見	開	1	全清	古			旱		
11983	稈	山	上	旱	見	開	1	全清	古			旱		
11984	秆	山	上	旱	見	開	1	全清	古			旱		
11985	仠	山	上	旱	見	開	1	全清	古			旱		
11986	𦼮	山	上	旱	見	開	1	全清	古			旱		
11987	矸	山	上	旱	見	開	1	全清	古			旱		
11988	衦	山	上	旱	見	開	1	全清	古			旱		
11989	𥾍	山	上	旱	見	開	1	全清	古			旱		
11990	嬾	山	上	旱	來	開	1	次濁	落			旱		
11991	懶	山	上	旱	來	開	1	次濁	落			旱		
11992	𥽭	山	上	旱	來	開	1	次濁	落			旱		
11993	𥻂	山	上	旱	來	開	1	次濁	落			旱		
11994	讕	山	上	旱	來	開	1	次濁	落			旱		
11995	侃	山	上	旱	溪	開	1	次清	空			旱		
11996	衎	山	上	旱	溪	開	1	次清	空			旱		
11997	䍐	山	上	旱	曉	開	1	次清	呼			旱		
11998	蔊	山	上	旱	曉	開	1	次清	呼			旱		
11999	厂	山	上	旱	曉	開	1	次清	呼			旱		
12000	灘	山	上	旱	曉	開	1	次清	呼			旱		
12001	暵	山	上	旱	曉	開	1	次清	呼			旱		
12002	焊	山	上	旱	曉	開	1	次清	呼			旱		
12003	熯	山	上	旱	曉	開	1	次清	呼			旱		
12004	𩯳	山	上	旱	精	開	1	全清	作			旱		
12005	緩	山	上	緩	匣	合	1	全濁	胡			管		
12006	澣	山	上	緩	匣	合	1	全濁	胡			管		
12007	浣	山	上	緩	匣	合	1	全濁	胡			管		
12008	綄	山	上	緩	匣	合	1	全濁	胡			管		
12009	㬊	山	上	緩	匣	合	1	全濁	胡			管		
12010	䁔	山	上	緩	匣	合	1	全濁	胡			管		
12011	𧡩	山	上	緩	匣	合	1	全濁	胡			管		
12012	梡	山	上	緩	匣	合	1	全濁	胡			管		
12013	棵	山	上	緩	匣	合	1	全濁	胡			管		
12014	𧶲	山	上	緩	匣	合	1	全濁	胡			管		
12015	鰀	山	上	緩	匣	合	1	全濁	胡			管		
12016	嵈	山	上	緩	匣	合	1	全濁	胡			管		
12017	晥	山	上	緩	匣	合	1	全濁	胡			管		
12018	䈠	山	上	緩	匣	合	1	全濁	胡			管		
12019	短	山	上	緩	端	合	1	全清	都			管		
12020	𢭃	山	上	緩	端	合	1	全清	都			管		
12021	斷	山	上	緩	端	合	1	全清	都			管		
12022	𢷖	山	上	緩	端	合	1	全清	都			管		
12023	椀	山	上	緩	影	合	1	全清	烏			管		
12024	盌	山	上	緩	影	合	1	全清	烏			管		
12025	䝹	山	上	緩	影	合	1	全清	烏			管		
12026	疃	山	上	緩	透	合	1	次清	吐			緩		
12027	𤲫	山	上	緩	透	合	1	次清	吐			緩		
12028	瘓	山	上	緩	透	合	1	次清	吐			緩		
12029	䠪	山	上	緩	透	合	1	次清	吐			緩		
12030	算	山	上	緩	心	合	1	全清	蘇			管		
12031	匴	山	上	緩	心	合	1	全清	蘇			管		
12032	篹	山	上	緩	心	合	1	全清	蘇			管		
12033	選	山	上	緩	心	合	1	全清	思			管		
12034	管	山	上	緩	見	合	1	全清	古			滿		
12035	筦	山	上	緩	見	合	1	全清	古			滿		
12036	脘	山	上	緩	見	合	1	全清	古			滿		
12037	輨	山	上	緩	見	合	1	全清	古			滿		
12038	盥	山	上	緩	見	合	1	全清	古			滿		
12039	琯	山	上	緩	見	合	1	全清	古			滿		
12040	痯	山	上	緩	見	合	1	全清	古			滿		
12041	悹	山	上	緩	見	合	1	全清	古			滿		
12042	䩪	山	上	緩	見	合	1	全清	古			滿		
12043	錧	山	上	緩	見	合	1	全清	古			滿		
12044	䗆	山	上	緩	見	合	1	全清	古			滿		
12045	䘾	山	上	緩	見	合	1	全清	古			滿		
12046	卵	山	上	緩	來	合	1	次濁	盧			管		
12047	款	山	上	緩	溪	合	1	次清	苦			管		
12048	歀	山	上	緩	溪	合	1	次清	苦			管		
12049	欵	山	上	緩	溪	合	1	次清	苦			管		
12050	窾	山	上	緩	溪	合	1	次清	苦			管		
12051	䥗	山	上	緩	溪	合	1	次清	苦			管		
12052	梡	山	上	緩	溪	合	1	次清	苦			管		
12053	棵	山	上	緩	溪	合	1	次清	苦			管		
12054	䲌	山	上	緩	溪	合	1	次清	苦			管		
12055	煗	山	上	緩	泥	合	1	次濁	乃			管		
12056	㬉	山	上	緩	泥	合	1	次濁	乃			管		
12057	暖	山	上	緩	泥	合	1	次濁	乃			管		
12058	煖	山	上	緩	泥	合	1	次濁	乃			管		
12059	餪	山	上	緩	泥	合	1	次濁	乃			管		
12060	渜	山	上	緩	泥	合	1	次濁	乃			管		
12061	稬	山	上	緩	泥	合	1	次濁	乃			管		
12062	纂	山	上	緩	精	合	1	全清	作			管		
12063	𥎞	山	上	緩	精	合	1	全清	作			管		
12064	纘	山	上	緩	精	合	1	全清	作			管		
12065	儹	山	上	緩	精	合	1	全清	作			管		
12066	籫	山	上	緩	精	合	1	全清	作			管		
12067	酇	山	上	緩	精	合	1	全清	作			管		
12068	繤	山	上	緩	精	合	1	全清	作			管		
12069	𦆈	山	上	緩	精	合	1	全清	作			管		
12070	伴	山	上	緩	並	合	1	全濁	蒲			旱		
12071	㚘	山	上	緩	並	合	1	全濁	蒲			旱		
12072	拌	山	上	緩	並	合	1	全濁	蒲			旱		
12073	滿	山	上	緩	明	合	1	次濁	莫			旱		
12074	懣	山	上	緩	明	合	1	次濁	莫			旱		
12075	𢟮	山	上	緩	明	合	1	次濁	莫			旱		
12076	𥲈	山	上	緩	明	合	1	次濁	莫			旱		
12077	鏋	山	上	緩	明	合	1	次濁	莫			旱		
12078	粄	山	上	緩	幫	合	1	全清	博			管		
12079	䉽	山	上	緩	幫	合	1	全清	博			管		
12080	䬳	山	上	緩	幫	合	1	全清	博			管		
12081	瓪	山	上	緩	幫	合	1	全清	博			管		
12082	昄	山	上	緩	幫	合	1	全清	博			管		
12083	鄹	山	上	緩	邪	合	1	全濁	辭			纂		
12084	斷	山	上	緩	定	合	1	全濁	徒			管		
12085	𩏇	山	上	緩	定	合	1	全濁	徒			管		
12086	緞	山	上	緩	定	合	1	全濁	徒			管		
12087	攤	山	上	緩	泥	開	1	次濁	奴			但		
12088	坢	山	上	緩	滂	合	1	次清	普			伴		
12089	𧺾	山	上	緩	滂	合	1	次清	普			伴		
12090	潸	山	上	潸	生	開	2	全清	數			板		
12091	綰	山	上	潸	影	合	2	全清	烏			板		
12092	版	山	上	潸	幫	合	2	全清	布			綰		
12093	板	山	上	潸	幫	合	2	全清	布			綰		
12094	蝂	山	上	潸	幫	合	2	全清	布			綰		
12095	瓪	山	上	潸	幫	合	2	全清	布			綰		
12096	昄	山	上	潸	幫	合	2	全清	布			綰		
12097	鈑	山	上	潸	幫	合	2	全清	布			綰		
12098	䩆	山	上	潸	莊	開	2	全清	側			板		
12099	拃	山	上	潸	莊	開	2	全清	側			板		
